t_s,V_m_V,x,R_obj_ohm,R_theo_ohm,diff_rel
6.179380,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.180960,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.182540,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.184120,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.185700,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.187280,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.188860,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.190440,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.192020,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.193600,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.195180,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.196760,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.198340,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.199920,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.201500,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.203080,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.204660,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.206240,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.207820,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.209400,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.210980,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.212560,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.214140,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.215720,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.217300,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.218880,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.220460,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.222040,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.223620,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.225200,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.226780,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.228360,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.229940,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.231520,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.233100,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.234680,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.236260,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.237840,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.239420,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.241000,0.060000,1.000000,10000.0000,10000.0000,0.000e+00
6.242580,0.117576,1.000000,10000.0000,10000.0000,0.000e+00
6.244160,0.172826,1.000000,10000.0000,10000.0000,0.000e+00
6.245740,0.225844,1.000000,10000.0000,10000.0000,0.000e+00
6.247320,0.276720,1.000000,10000.0000,10000.0000,0.000e+00
6.248900,0.325540,1.000000,10000.0000,10000.0000,0.000e+00
6.250480,0.372388,1.000000,10000.0000,10000.0000,0.000e+00
6.252060,0.417344,1.000000,10000.0000,10000.0000,0.000e+00
6.253640,0.460483,1.000000,10000.0000,10000.0000,0.000e+00
6.255220,0.501880,1.000000,10000.0000,10000.0000,0.000e+00
6.256800,0.541604,1.000000,10000.0000,10000.0000,0.000e+00
6.258380,0.579723,1.000000,10000.0000,10000.0000,0.000e+00
6.259960,0.616302,1.000000,10000.0000,10000.0000,0.000e+00
6.261540,0.651404,1.000000,10000.0000,10000.0000,0.000e+00
6.263120,0.685087,1.000000,10000.0000,10000.0000,0.000e+00
6.264700,0.717409,1.000000,10000.0000,10000.0000,0.000e+00
6.266280,0.748426,1.000000,10000.0000,10000.0000,0.000e+00
6.267860,0.778190,1.000000,10000.0000,10000.0000,0.000e+00
6.269440,0.806751,1.000000,10000.0000,10000.0000,0.000e+00
6.271020,0.834158,1.000000,10000.0000,10000.0000,0.000e+00
6.272600,0.860458,1.000000,10000.0000,10000.0000,0.000e+00
6.274180,0.885695,1.000000,10000.0000,10000.0000,0.000e+00
6.275760,0.909913,1.000000,10000.0000,10000.0000,0.000e+00
6.277340,0.933153,1.000000,10000.0000,10000.0000,0.000e+00
6.278920,0.955454,1.000000,10000.0000,10000.0000,0.000e+00
6.280500,0.976853,1.000000,10000.0000,10000.0000,0.000e+00
6.282080,0.997388,1.000000,10000.0000,10000.0000,0.000e+00
6.283660,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.285240,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.286820,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.288400,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.289980,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.291560,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.293140,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.294720,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.296300,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.297880,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.299460,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.301040,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.302620,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.304200,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.305780,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.307360,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.308940,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.310520,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.312100,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.313680,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.315260,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.316840,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.318420,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.320000,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.321580,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.323160,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.324740,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.326320,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.327900,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.329480,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.331060,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.332640,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.334220,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.335800,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.337380,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.338960,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.340540,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.342120,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.343700,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.345280,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.346860,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.348440,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.350020,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.351600,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.353180,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.354760,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.356340,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.357920,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.359500,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.361080,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.362660,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.364240,0.060000,1.000000,10000.0000,10000.0000,0.000e+00
6.365820,0.117576,1.000000,10000.0000,10000.0000,0.000e+00
6.367400,0.172826,1.000000,10000.0000,10000.0000,0.000e+00
6.368980,0.225844,1.000000,10000.0000,10000.0000,0.000e+00
6.370560,0.276720,1.000000,10000.0000,10000.0000,0.000e+00
6.372140,0.325540,1.000000,10000.0000,10000.0000,0.000e+00
6.373720,0.372388,1.000000,10000.0000,10000.0000,0.000e+00
6.375300,0.417344,1.000000,10000.0000,10000.0000,0.000e+00
6.376880,0.460483,1.000000,10000.0000,10000.0000,0.000e+00
6.378460,0.501880,1.000000,10000.0000,10000.0000,0.000e+00
6.380040,0.541604,1.000000,10000.0000,10000.0000,0.000e+00
6.381620,0.579723,1.000000,10000.0000,10000.0000,0.000e+00
6.383200,0.616302,1.000000,10000.0000,10000.0000,0.000e+00
6.384780,0.651404,1.000000,10000.0000,10000.0000,0.000e+00
6.386360,0.685087,1.000000,10000.0000,10000.0000,0.000e+00
6.387940,0.717409,1.000000,10000.0000,10000.0000,0.000e+00
6.389520,0.748426,1.000000,10000.0000,10000.0000,0.000e+00
6.391100,0.778190,1.000000,10000.0000,10000.0000,0.000e+00
6.392680,0.806751,1.000000,10000.0000,10000.0000,0.000e+00
6.394260,0.834158,1.000000,10000.0000,10000.0000,0.000e+00
6.395840,0.860458,1.000000,10000.0000,10000.0000,0.000e+00
6.397420,0.885695,1.000000,10000.0000,10000.0000,0.000e+00
6.399000,0.909913,1.000000,10000.0000,10000.0000,0.000e+00
6.400580,0.933153,1.000000,10000.0000,10000.0000,0.000e+00
6.402160,0.955454,1.000000,10000.0000,10000.0000,0.000e+00
6.403740,0.976853,1.000000,10000.0000,10000.0000,0.000e+00
6.405320,0.997388,1.000000,10000.0000,10000.0000,0.000e+00
6.406900,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.408480,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.410060,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.411640,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.413220,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.414800,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.416380,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.417960,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.419540,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.421120,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.422700,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.424280,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.425860,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.427440,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.429020,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.430600,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.432180,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.433760,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.435340,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.436920,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.438500,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.440080,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.441660,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.443240,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.444820,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.446400,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.447980,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.449560,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.451140,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.452720,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.454300,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.455880,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.457460,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.459040,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.460620,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.462200,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.463780,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.465360,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.466940,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.468520,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.470100,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.471680,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.473260,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.474840,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.476420,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.478000,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.479580,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.481160,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.482740,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.484320,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.485900,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.487480,0.060000,1.000000,10000.0000,10000.0000,0.000e+00
6.489060,0.117576,1.000000,10000.0000,10000.0000,0.000e+00
6.490640,0.172826,1.000000,10000.0000,10000.0000,0.000e+00
6.492220,0.225844,1.000000,10000.0000,10000.0000,0.000e+00
6.493800,0.276720,1.000000,10000.0000,10000.0000,0.000e+00
6.495380,0.325540,1.000000,10000.0000,10000.0000,0.000e+00
6.496960,0.372388,1.000000,10000.0000,10000.0000,0.000e+00
6.498540,0.417344,1.000000,10000.0000,10000.0000,0.000e+00
6.500120,0.460483,1.000000,10000.0000,10000.0000,0.000e+00
6.501700,0.501880,1.000000,10000.0000,10000.0000,0.000e+00
6.503280,0.541604,1.000000,10000.0000,10000.0000,0.000e+00
6.504860,0.579723,1.000000,10000.0000,10000.0000,0.000e+00
6.506440,0.616302,1.000000,10000.0000,10000.0000,0.000e+00
6.508020,0.651404,1.000000,10000.0000,10000.0000,0.000e+00
6.509600,0.685087,1.000000,10000.0000,10000.0000,0.000e+00
6.511180,0.717409,1.000000,10000.0000,10000.0000,0.000e+00
6.512760,0.748426,1.000000,10000.0000,10000.0000,0.000e+00
6.514340,0.778190,1.000000,10000.0000,10000.0000,0.000e+00
6.515920,0.806751,1.000000,10000.0000,10000.0000,0.000e+00
6.517500,0.834158,1.000000,10000.0000,10000.0000,0.000e+00
6.519080,0.860458,1.000000,10000.0000,10000.0000,0.000e+00
6.520660,0.885695,1.000000,10000.0000,10000.0000,0.000e+00
6.522240,0.909913,1.000000,10000.0000,10000.0000,0.000e+00
6.523820,0.933153,1.000000,10000.0000,10000.0000,0.000e+00
6.525400,0.955454,1.000000,10000.0000,10000.0000,0.000e+00
6.526980,0.976853,1.000000,10000.0000,10000.0000,0.000e+00
6.528560,0.997388,1.000000,10000.0000,10000.0000,0.000e+00
6.530140,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.531720,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.533300,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.534880,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.536460,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.538040,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.539620,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.541200,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.542780,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.544360,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.545940,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.547520,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.549100,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.550680,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.552260,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.553840,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.555420,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.557000,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.558580,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.560160,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.561740,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.563320,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.564900,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.566480,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.568060,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.569640,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.571220,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.572800,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.574380,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.575960,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.577540,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.579120,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.580700,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.582280,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.583860,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.585440,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.587020,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.588600,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.590180,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.591760,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.593340,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.594920,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.596500,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.598080,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.599660,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.601240,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.602820,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.604400,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.605980,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.607560,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.609140,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.610720,0.060000,1.000000,10000.0000,10000.0000,0.000e+00
6.612300,0.117576,1.000000,10000.0000,10000.0000,0.000e+00
6.613880,0.172826,1.000000,10000.0000,10000.0000,0.000e+00
6.615460,0.225844,1.000000,10000.0000,10000.0000,0.000e+00
6.617040,0.276720,1.000000,10000.0000,10000.0000,0.000e+00
6.618620,0.325540,1.000000,10000.0000,10000.0000,0.000e+00
6.620200,0.372388,1.000000,10000.0000,10000.0000,0.000e+00
6.621780,0.417344,1.000000,10000.0000,10000.0000,0.000e+00
6.623360,0.460483,1.000000,10000.0000,10000.0000,0.000e+00
6.624940,0.501880,1.000000,10000.0000,10000.0000,0.000e+00
6.626520,0.541604,1.000000,10000.0000,10000.0000,0.000e+00
6.628100,0.579723,1.000000,10000.0000,10000.0000,0.000e+00
6.629680,0.616302,1.000000,10000.0000,10000.0000,0.000e+00
6.631260,0.651404,1.000000,10000.0000,10000.0000,0.000e+00
6.632840,0.685087,1.000000,10000.0000,10000.0000,0.000e+00
6.634420,0.717409,1.000000,10000.0000,10000.0000,0.000e+00
6.636000,0.748426,1.000000,10000.0000,10000.0000,0.000e+00
6.637580,0.778190,1.000000,10000.0000,10000.0000,0.000e+00
6.639160,0.806751,1.000000,10000.0000,10000.0000,0.000e+00
6.640740,0.834158,1.000000,10000.0000,10000.0000,0.000e+00
6.642320,0.860458,1.000000,10000.0000,10000.0000,0.000e+00
6.643900,0.885695,1.000000,10000.0000,10000.0000,0.000e+00
6.645480,0.909913,1.000000,10000.0000,10000.0000,0.000e+00
6.647060,0.933153,1.000000,10000.0000,10000.0000,0.000e+00
6.648640,0.955454,1.000000,10000.0000,10000.0000,0.000e+00
6.650220,0.976853,1.000000,10000.0000,10000.0000,0.000e+00
6.651800,0.997388,1.000000,10000.0000,10000.0000,0.000e+00
6.653380,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.654960,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.656540,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.658120,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.659700,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.661280,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.662860,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.664440,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.666020,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.667600,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.669180,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.670760,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.672340,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.673920,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.675500,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.677080,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.678660,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.680240,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.681820,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.683400,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.684980,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.686560,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.688140,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.689720,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.691300,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.692880,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.694460,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.696040,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.697620,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.699200,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.700780,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.702360,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.703940,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.705520,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.707100,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.708680,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.710260,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.711840,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.713420,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.715000,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.716580,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.718160,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.719740,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.721320,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.722900,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.724480,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.726060,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.727640,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.729220,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.730800,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.732380,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.733960,0.060000,1.000000,10000.0000,10000.0000,0.000e+00
6.735540,0.117576,1.000000,10000.0000,10000.0000,0.000e+00
6.737120,0.172826,1.000000,10000.0000,10000.0000,0.000e+00
6.738700,0.225844,1.000000,10000.0000,10000.0000,0.000e+00
6.740280,0.276720,1.000000,10000.0000,10000.0000,0.000e+00
6.741860,0.325540,1.000000,10000.0000,10000.0000,0.000e+00
6.743440,0.372388,1.000000,10000.0000,10000.0000,0.000e+00
6.745020,0.417344,1.000000,10000.0000,10000.0000,0.000e+00
6.746600,0.460483,1.000000,10000.0000,10000.0000,0.000e+00
6.748180,0.501880,1.000000,10000.0000,10000.0000,0.000e+00
6.749760,0.541604,1.000000,10000.0000,10000.0000,0.000e+00
6.751340,0.579723,1.000000,10000.0000,10000.0000,0.000e+00
6.752920,0.616302,1.000000,10000.0000,10000.0000,0.000e+00
6.754500,0.651404,1.000000,10000.0000,10000.0000,0.000e+00
6.756080,0.685087,1.000000,10000.0000,10000.0000,0.000e+00
6.757660,0.717409,1.000000,10000.0000,10000.0000,0.000e+00
6.759240,0.748426,1.000000,10000.0000,10000.0000,0.000e+00
6.760820,0.778190,1.000000,10000.0000,10000.0000,0.000e+00
6.762400,0.806751,1.000000,10000.0000,10000.0000,0.000e+00
6.763980,0.834158,1.000000,10000.0000,10000.0000,0.000e+00
6.765560,0.860458,1.000000,10000.0000,10000.0000,0.000e+00
6.767140,0.885695,1.000000,10000.0000,10000.0000,0.000e+00
6.768720,0.909913,1.000000,10000.0000,10000.0000,0.000e+00
6.770300,0.933153,1.000000,10000.0000,10000.0000,0.000e+00
6.771880,0.955454,1.000000,10000.0000,10000.0000,0.000e+00
6.773460,0.976853,1.000000,10000.0000,10000.0000,0.000e+00
6.775040,0.997388,1.000000,10000.0000,10000.0000,0.000e+00
6.776620,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.778200,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.779780,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.781360,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.782940,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.784520,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.786100,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.787680,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.789260,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.790840,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.792420,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.794000,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.795580,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.797160,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.798740,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.800320,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.801900,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.803480,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.805060,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.806640,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.808220,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.809800,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.811380,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.812960,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.814540,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.816120,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.817700,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.819280,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.820860,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.822440,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.824020,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
6.825600,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
